city_code,merchant_a,merchant_b,weight,support,z_score
shanghai,0014792,0147408,5.023769680508036,7,46.322618658136726
shanghai,0014792,0147419,4.594255584529785,6,32.42845953407542
shanghai,0014793,0014796,6.15293802453363,5,79.67586361018131
shanghai,0014794,0147418,5.95219081818976,7,79.7413963504433
shanghai,0014794,0147412,5.195746762902005,6,47.42221391385463
shanghai,0014794,0147419,4.65992107300818,5,33.956711870402565
shanghai,0014797,0147408,5.282252303880397,5,44.20029269131377
shanghai,0014803,0100416,6.621107828368477,6,100.6969290696329
shanghai,0014825,0014826,5.297168740444085,7,55.88143960766488
shanghai,0014826,0109245,5.334816218982454,9,64.96328152702023
shanghai,0014826,0078929,5.3101288569888005,8,58.85476286523055
shanghai,0014826,0078931,4.935235411060824,9,52.561055368206404
shanghai,0014826,0047507,4.525712422706619,5,31.57944145987007
shanghai,0014826,0078930,4.33397386381148,6,29.825442312713026
shanghai,0014829,0014831,4.462262539896726,5,28.37740214025659
shanghai,0014829,0014832,3.73537529025549,19,33.87364535588166
shanghai,0014829,0063583,3.505893171595061,17,27.375905256836894
shanghai,0014829,0063587,3.200000155160592,14,20.826574498217024
shanghai,0014829,0014837,2.711875143589137,5,10.291047106026955
shanghai,0014829,0100450,2.695689471036406,6,9.960963405966616
shanghai,0014829,0100446,2.5628437356051776,10,12.610590877104844
shanghai,0014829,0035198,2.5533447209535396,6,10.36876243909536
shanghai,0014829,0100453,2.5530254625234017,5,8.471018232223978
shanghai,0014829,0035200,2.5103877821055356,6,9.524124820611702
shanghai,0014829,0078936,2.4936253903600942,9,11.618555991260648
shanghai,0014829,0100452,2.338411565869558,8,9.589453918193561
shanghai,0014829,0014835,2.0023060645368584,6,6.365418065100409
shanghai,0014829,0035204,1.4419834651499304,5,4.2127312450092145
shanghai,0014830,0014835,5.065248199462819,15,73.09819177218039
shanghai,0014832,0014838,3.7014506266603213,8,22.639580061898428
shanghai,0014832,0015466,3.4765808415868564,6,18.1688831339371
shanghai,0014832,0100450,3.349135352212948,5,14.458786270028885
shanghai,0014832,0063587,3.272030464981669,8,16.706084172388625
shanghai,0014832,0100453,3.188963637629242,5,12.105884283911468
shanghai,0014832,0063581,2.171357179038168,8,7.72740277142441
shanghai,0014833,0014835,4.915451194111346,5,40.149725707878225
shanghai,0014835,0014837,3.530608340005582,7,19.735621472282208
shanghai,0014835,0063590,3.145120166185645,5,13.803152185831081
shanghai,0014835,0063583,3.0191222278269336,6,13.910782636313748
shanghai,0014835,0063581,2.679608873384436,12,14.650105282073774
shanghai,0014835,0035194,2.6042040902536776,5,8.99594841900919
shanghai,0014835,0035195,2.380972076071778,7,8.222638427414296
shanghai,0014835,0035191,2.2909590898142866,5,7.177797030128789
shanghai,0014837,0063590,4.52973048145477,10,42.918113640281696
shanghai,0014837,0063581,3.3653223935148544,12,22.746346603613745
shanghai,0014838,0063581,2.8815135943505723,9,14.988836781887306
shanghai,0014838,0100446,2.4738876000567744,5,7.97982008902066
shanghai,0014838,0100452,3.34610083955136,8,18.696538754602177
shanghai,0014838,0063588,5.343043173547218,5,49.995966959865896
shanghai,0014838,0063590,3.7388314333419386,6,20.906988400752276
shanghai,0014838,0063585,3.454085545240095,5,13.886467293373837
shanghai,0014843,0063581,3.4905864643406277,5,17.207368845633667
shanghai,0014843,0015006,3.5969885035016897,6,19.844823426963995
shanghai,0014851,0035198,4.594522569710706,5,36.281278655600566
shanghai,0014851,0035195,4.172940772727569,5,27.040637315825187
shanghai,0014855,0035204,2.9237284628025657,5,13.076341397171095
shanghai,0014855,0035191,3.5064383811178503,5,19.236340965966455
shanghai,0014855,0035192,4.279908462165466,6,31.654042180280765
shanghai,0014855,0014858,3.800716071366703,10,31.711544952047962
shanghai,0014858,0035204,2.324114026265484,7,11.095289325424778
shanghai,0014858,0035191,2.8577496791419836,8,15.712548684633523
shanghai,0014858,0035194,3.0379995107049744,7,17.109143597304552
shanghai,0014858,0035195,2.5398085967234163,7,11.811265697032773
shanghai,0014858,0015006,2.208320289197472,10,11.294384363347223
shanghai,0014858,0015011,4.517818026760151,7,40.40895237301872
shanghai,0014858,0015015,3.659969365336611,6,23.47249080659323
shanghai,0014858,0035197,3.579481859483333,9,24.374990108370483
shanghai,0014858,0035192,3.5595893714996736,8,24.248376572522204
shanghai,0014858,0195862,3.3224786101931345,5,16.98854381590988
shanghai,0014858,0035193,2.4730438573060907,6,11.210572214029714
shanghai,0014861,0014868,6.015701383129217,11,103.28783548066158
shanghai,0014862,0014873,5.446348242203858,8,64.7209342648989
shanghai,0014862,0014869,5.199704476073302,6,49.54663540726755
shanghai,0014863,0014869,5.920444842248636,6,69.02797410128066
shanghai,0014868,0014869,4.755863239299821,6,37.035803424773164
shanghai,0014868,0014873,4.498065401235659,5,29.179550813127683
shanghai,0014869,0014873,4.52187102148232,7,29.80301963384633
shanghai,0014873,0014878,5.102721364608165,6,43.808832780594564
shanghai,0014875,0014889,5.184925935303193,5,43.83764580372376
shanghai,0014878,0014894,4.480393335089251,8,35.644290012824136
shanghai,0014882,0014884,6.787743003049428,7,142.09199156810277
shanghai,0014889,0014890,4.3275122886891095,6,34.64561470733516
shanghai,0014889,0014894,4.173502343878242,13,43.498834328980436
shanghai,0014889,0014898,3.5105315018123573,10,25.567591608640708
shanghai,0014889,0014919,3.4070431864662467,5,16.449157794687213
shanghai,0014890,0014894,3.8055994104016744,5,23.264463084484873
shanghai,0014890,0014893,4.2284909847561,7,34.14643683785035
shanghai,0014892,0014898,4.4290356828867,12,49.178102700780435
shanghai,0014892,0014893,3.946151733291841,6,25.28688285954579
